FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
4041,3b9eec5e-a7be-48db-8308-54bebf6d1f33,31207,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Allahulateef Block Industrt,3.57698333261476,6.74101833322953
4042,2d6bbc4f-14e3-422c-991a-012d3f335ccb,31206,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itele,OGSIUU09,Ijebu East,28008,Ogun,OG,In Use,GRID,Factory,4.08635329966512,6.76236829975727
4043,ca9ac96a-41c5-4d92-a336-1ab82627bff3,31205,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ife 2,OGSIUU03,Ijebu East,28008,Ogun,OG,In Use,GRID,Block Industry Tajala,4.028750100237,6.80209760032403
4044,fe6392d3-a26f-46c9-a09a-95812b652657,31204,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atikori,OGSIUN04,Ijebu North,28009,Ogun,OG,In Use,GRID,Nigeria Prison Academy Palm Oil Factory Atikori,4.01413666737335,7.01346166712227
4045,fcd0982a-37d9-44ac-8d15-e587ed07695f,31203,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atikori,OGSIUN04,Ijebu North,28009,Ogun,OG,In Use,GRID,Obiribiri Palm Oil Factory Near Nigeria Prison Academy,4.01284499989686,7.009495000394
4046,9578cbe8-dedf-4537-87d3-99c3ff6dde0b,31202,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Jobal Sawmill,3.96679166670208,6.95416333287159
4047,14b2cdad-8871-49bf-a8cd-1628ca5c0ccb,31201,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Baniks Ventures,3.96854999958288,6.95456833266246
4048,b60867bb-25b7-4170-bc34-2a72fc3456b9,31200,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,Unused Poor,GRID,Agralind Limited,3.97011833269494,6.95507166702384
4049,969f2614-c7aa-41e9-8121-534d05630b67,31199,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ago Iwoye 1,OGSIUN01,Ijebu North,28009,Ogun,OG,In Use,GRID,Tunde Ogunlana Sawmill,3.9369216670014,6.94512166683148
4050,0de02de0-b724-496a-909f-2d614fb28aa3,31198,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Ojaoba Block Industry,3.93721333332871,6.94964500041647
4051,22f3adb9-4cdf-4114-8c7e-ca4f9cdc0320,31193,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Alasepeloluwa Block,3.4524316673876,6.84062833303119
4052,c4de9c9e-b845-45ec-95d3-e74ec6821af8,31192,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Blood Of Jesus Block,3.45353000040922,6.8399533333797
4053,ac62801b-f754-46b8-85d1-3c25ba860d1d,31188,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,Unused Poor,GRID,Balogun Block Industry,3.37921166688494,6.83893499955064
4054,81b0e13d-1d68-476c-9f8c-2bb92c170f98,31187,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,Unused Good,GRID,Makanjuola Block Industry,3.37639333278611,6.83649166655721
4055,87c914e0-c4b1-4897-b4b9-6c8bf1bbace9,31184,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Temitope Blocks Industries,3.17662333300046,6.71749500029409
4056,66144880-f095-4d65-813c-10dc73db181e,31183,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Prince A O Blocks Industries,3.17754999983265,6.71658000036678
4057,f22db00b-a86c-4bd9-99d3-eb27289aa951,30920,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijoko,OGSADO09,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Marvelous Bakery,3.24885166727069,6.73797999977722
4058,3dcb3cbc-be0e-4aa1-8d26-5718ab060d75,30917,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ajumobi Blocks,3.10035166659617,6.65039999986016
4059,a166932c-57d7-474f-9fa0-a0c5b4da5507,30915,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Vebricated Blocks,3.10407500016117,6.65631666658095
4060,13fd7df4-d3e1-4573-9655-3f3b4c2fcd27,30914,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,Unused Poor,GRID,Latike Factory,3.08024500020662,6.57039833321653
4061,7cb38de9-f536-42ec-bd10-db74c0bf84fb,30913,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Jaak Concrete Blocks,3.08152166699136,6.57184166685948
4062,212156bf-ec1d-4d17-a31a-a245873bb1a2,30912,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Imutum Nylon Factory,3.07996499988491,6.57256833256253
4063,d2a3e650-cdf7-488b-b9f2-e5bb665d2a48,30911,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Oluwaseun Block Industry,3.20933333326678,6.62582999995459
4064,467563d5-5ca0-4edd-958f-d1551782b0ed,30910,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Afhec Concrete Block Industry,3.2094333333817,6.62519000011844
4065,f523d54f-279d-4cf3-bdbd-bcd3ddc4cc0b,30909,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Block Industry Ojurongbe Busstop,3.21206000036875,6.62352499977897
4066,5175d439-a9d7-4fd8-8074-01426387b913,30908,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Any Oluwapo Block Industry,3.21208333327928,6.62300833296825
4067,0b56768e-a64a-4e61-955f-38c6f60a2d69,30907,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Samson Agbetoye Block Industry,3.21143500032503,6.6224050002906
4068,44edc172-6bf9-47b1-a775-ee93c8bcee33,30906,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Power Line Block Industry,3.20656333323132,6.62533833339739
4069,f63d4ea0-f602-4972-963c-4dfe74ee100b,30905,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ebenco Block Industry,3.20634999965279,6.62721166708479
4070,9473214b-6d72-4c76-abf6-7cec9146a30c,30904,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Kajola Plank Market,3.07895666741632,6.51391333283408
4071,f53c2b81-0013-4bfa-9036-76e5a352fc1c,30903,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Unilever Nigeria,3.08017833256406,6.51268333276965
4072,6a477e59-27af-41a9-92c5-7d62a327c2a6,30902,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Sadofek Block Industry,3.07980333325725,6.51159166732162
4073,502ff1ca-a48d-4d15-8818-fd1965d073d4,30901,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Audor Block Industry,3.0797933327961,6.5120016673431
4074,da5124ef-e105-4faa-a586-c66e5938c418,30900,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Unilever Ware House,3.07769999975523,6.51580666744377
4075,14b8e481-b7c6-4617-9b8e-6af59194b007,30899,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Supreme Distilleries Limited,3.13347333332774,6.67824666705008
4076,13987745-ead7-48e4-92fb-44d0ba07c11b,30898,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Block Industry 4,3.22405500043794,6.61281333316884
4077,8d10c4ca-68df-4092-88c0-00abe0763b62,30897,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Baniyass Block Industry,3.22414666743481,6.60717500032604
4078,00732c1f-44cb-4b8a-8e4f-4375ee886440,30896,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Road Side Block Industry,3.66161499963255,6.74305833287582
4079,f6073c1d-9078-47dd-adc2-081affad0822,30895,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Redem Block Industry,3.58516166657768,6.80652666697216
4080,8bb1ead6-7bf8-4660-818d-d038983af537,30894,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Papa Block Industry,3.58697166730866,6.80712500031854
4081,d09f917a-c8f3-4ca0-b0c1-49991c902fb3,30893,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Opeolu Block Industry,3.58780333335721,6.81006500009971
4082,72b3afa3-0464-4412-ac9b-12f042d95e7b,30892,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,M D Block Industry,3.20681666685573,6.63475166675607
4083,7e1dda69-2e03-4397-acbc-48eab6e3203e,30891,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Moral Global Block Industry,3.09960166708333,6.66491333278412
4084,2234587c-cfb7-48f1-a985-28d581c5e2d4,30890,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba,OGSOBE08,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Otito Loju Nig Enterprises,3.36214000016093,7.03692333264576
4085,e68f82ae-bddb-48da-9eee-78b45b84d2bd,30889,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,King Majek Block Industry,3.13477166657918,6.64295333273014
4086,8b3a7f0b-e500-492f-bd6d-66f361f23367,30888,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba,OGSOBE08,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Red Oil Production Company,3.36993333255731,7.04568500016268
4087,9c3eaab7-3d0d-4e3c-98db-f20c99068572,30886,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ota 2,OGSADO14,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Peoples Choice,3.21225666681175,6.6850583327759
4088,a46e02e7-f27d-41d5-bb0a-8a6297758fe6,30885,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Unilever Industry,3.07781666700561,6.5156049998709
4089,5a7bed6c-89c4-48a0-8a31-7ef3197e15fd,30884,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Nestle Nig Plc,3.0915000003248,6.50610499974601
4090,319027e2-f5c6-4e0e-8629-b622eb9e065a,30883,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Taion Block Industry,3.07773499957062,6.51860666706409
4091,8a962dc5-08aa-4edb-9147-91a4eac76376,30882,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Shell Nigeria Gas Limited,3.07762666723693,6.51907666715454
4092,0fe0a8cb-e3cf-4f90-924f-cc0eb0a53241,30881,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ere,OGSADO07,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ola Blocks Ind Lmt,3.0303366673034,6.59734166738411
4093,9901bc6b-15f9-4af6-a623-9a15a606685a,30880,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Block Industry Lmt,3.07997666678978,6.66263333286207
4094,6aad2545-10dc-481d-8f0f-f63d934deadc,30879,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egbeda,OGSOBE04,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Alhaji Ologede Block Industry,3.48421333257926,7.05912166743104
4095,063cc4c5-b5d8-4d6e-beb3-78a0ad070fd4,30878,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Obj Obasanjo Block Industry,3.06180166681349,6.60452500042845
4096,b8c2dc41-2a69-4574-9a21-b106cb00cd1a,30877,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,No Name,3.06486999985066,6.60970500008574
4097,e50b2425-6a99-417a-9f33-39620f85dcca,30876,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Block Industry,3.06549166700688,6.60981833264998
4098,92cd972c-5655-4e57-b1d3-747fc1b65d31,30875,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,Unused Poor,GRID,Block Industry With No Name,3.05985499970853,6.60770666692918
4099,30a3cc37-85b2-42b1-af3e-66935e1ea7f5,30874,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Osmaariyo Block Industry,3.05739833336645,6.60736666743782
4100,d52f95c8-11b8-42a8-8c56-a106c5dcda63,30873,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Gods Love Block,3.05654666729492,6.60779333279612
4101,f69d86de-e7fc-40cc-8f34-7a40a9595a02,30871,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ibukun Oluwa Block Industry,3.06413500013019,6.59281333266921
4102,2ff61ac2-2fa8-485c-8ca4-9825a3303d4f,30870,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbile,OGSOGU04,Odogbolu,28017,Ogun,OG,In Use,GRID,Shy Block Industry,3.86105150022661,6.69077979984792
4103,2a3cc64e-9c60-4a87-98b9-69e0dbf46a4b,30869,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbile,OGSOGU04,Odogbolu,28017,Ogun,OG,In Use,GRID,Ayok Block Industry,3.8676826998967,6.71538199997934
4104,036e4e91-e9ee-429a-a339-248a5de7e42c,30868,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Imodi,OGSOGU07,Odogbolu,28017,Ogun,OG,Unused Good,GRID,Segunlagbe Palm Processing,3.84695000014244,6.88040666733389
4105,1b6b1e3c-1d6c-4724-abf4-3ad6f434a0e1,30867,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibefun,OGSOGU02,Odogbolu,28017,Ogun,OG,In Use,GRID,Petrolex,3.79884166660969,6.68909500003429
4106,1877b375-ba8c-4c37-929f-3e1acf159c1e,30866,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ejila Awori,OGSADO06,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ifelodun Blank And Building Industry,3.18801999972328,6.56116333272166
4107,e4e67bf5-411c-42bb-88c6-844e87e4539b,30865,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ejila Awori,OGSADO06,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Igbalani Olaleye Block,3.18759666725242,6.56139833276688
4108,1b6a421d-6ebe-4b76-98c6-7e9808ed5b78,30864,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ejila Awori,OGSADO06,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Olorunwa Block Industry,3.19502859989001,6.55569980020567
4109,0ab68a2c-8192-42b2-9599-7128f6285f55,30863,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilugun,OGSODA03,Odeda,28016,Ogun,OG,In Use,GRID,Ors Block Industry,3.70589666659794,7.43454500005174
4110,9d55ad11-041c-4773-adc7-ee8d657f4bbd,30862,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,Unused Good,GRID,Oluwalogbon Block Industry,3.08620166697341,6.64176500005476
4111,034a3622-a5d4-4ee6-8f92-21c5ee7d5a49,30861,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,Unused Good,GRID,Any Oluwa Block Industry,3.31077333292302,6.72758833263549
4112,7df3ee0a-3cba-4d24-a6f5-e0d74f5c7a76,30860,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Ola Obi Blocks Industry,3.31045166701085,6.72630666741884
4113,e18b268e-1d48-4552-97cd-a6dd7a636c88,30859,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Bintinlaye Block Industry,3.30972833329599,6.72469999980518
4114,3f9fabb0-2f01-42d5-b242-05a7453cde01,30858,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Oyeolorun Blocks Industry,3.32531359964298,6.73131120035168
4115,d8302f81-014d-4128-8411-0ee6504c65b8,30857,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Olaoye Solid Block Industry,3.33172499960909,6.73625666671182
4116,1fb902ed-937d-414e-9dc5-a29a32f2d0ee,30856,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,Unused Poor,GRID,Awopoju Block Industry,3.33423166735759,6.73737833264397
4117,f1e6ff52-0d90-4fec-be59-20f89739e1a8,30855,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Mr D Block Industry,3.31051166707982,6.73183833257303
4118,04585b5c-0242-4a4b-a4a5-ce849417563a,30854,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Temitope Block Industry,3.31075000001255,6.73290000023485
4119,1e105793-5ced-42dc-b24f-6a353765989e,30851,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Local Palm Oil Processing Factory,3.92225499966855,7.0367083326235
4120,f2ac8c33-5b7b-4e72-8901-84caf04bd31e,30850,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode 1,OGSYES10,Yewa South,28005,Ogun,OG,In Use,GRID,Oreofe Industrial Enterprise,2.9922516997562,6.71690169955383
4121,7e442451-a236-4441-9590-91761b0e1bfd,30849,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode 1,OGSYES10,Yewa South,28005,Ogun,OG,In Use,GRID,Block Industry,2.99204169996455,6.71642000018289
4122,4b29e22f-8bdd-47fd-b558-32d6ebdb0b21,30847,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode 1,OGSYES10,Yewa South,28005,Ogun,OG,In Use,GRID,Hardees Block Industry,2.99457000000552,6.7224799999521
4123,3f657cfc-7794-493d-8c81-88506c839ea7,30846,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ogun Guangdong Free Trade Zone China Igbesa,3.12193166711279,6.54923500029508
4124,cec9d644-d9e8-4141-a15e-a4d27a78189f,27736,2/2/2018 12:00:00 AM,adanna.alex, ,Ezimba,IMSIHI08,Ihitte/Uboma,17007,Imo,IM,UnUsed Poor,GRID,Igwe Nkwu Oil Mill,7.38203384928278,5.67786452372883
4125,318c66a2-0e3a-438a-9f7b-80bc9bb40686,27735,2/2/2018 12:00:00 AM,adanna.alex, ,Ezimba,IMSIHI08,Ihitte/Uboma,17007,Imo,IM,In Use,GRID,Oil Mill,7.38168906000215,5.67801087310335
4126,6d3cbb48-498d-4fe8-86b8-a9adb64d65f8,27734,2/2/2018 12:00:00 AM,adanna.alex, ,Egbema C,IMSEBM05,Ohaji/Egbema,17018,Imo,IM,In Use,GRID,Oil Mill,6.79946472801481,5.54177674470105
4127,d9144295-5625-4a9a-b423-4620466df83c,27733,2/2/2018 12:00:00 AM,adanna.alex, ,Avutu,IMSTTK05,Obowo,17016,Imo,IM,In Use,GRID,Benlag Company,7.37965587991499,5.52333033472723
4128,b133fc93-71dc-4448-a124-d37a7d4d4480,27732,2/2/2018 12:00:00 AM,adanna.alex, ,Umunneato,IMSABB15,Aboh-Mbaise,17001,Imo,IM,In Use,GRID,Uju Block Industry,7.27862584880393,5.4373153089544
4129,e1f82992-afc7-4985-90bf-75582ad7a3a3,35491,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB, ,GRID,Fred Technical Services Nig ltd,8.11335717539339,6.31831712713375
4130,c1655a1a-8e36-47c6-b905-f0c5e9e8a245,30845,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Viju Miik Company,3.11664000043572,6.55121666721544
4131,bb108e87-5849-4002-bcb5-3312fc49b99a,30844,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Alabi Kunle Block Industry,3.15589000012346,6.70669166668711
4132,b5ecc49b-5e3c-4131-a9b4-dacbeebff388,30843,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ola Bisi Block Industry,3.1551533330599,6.70453499979044
4133,097faa18-dbca-402e-a355-8714607839f7,30842,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Welding Site,3.15675500044296,6.7065300000595
4134,d51e21a3-b9b8-46cc-a0c0-660dc4b8d981,30840,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egbeda,OGSOBE04,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Ola Oluwa Block Industry,3.36452670014717,7.12817330035756
4135,7020c6d6-6a61-4584-a118-ee26a47b01ad,30839,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ola Mother Block Industry,3.12542800010215,6.64686809958317
4136,16f29ec8-0c85-4059-babf-08fd2e577eef,30838,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Eye Block Industry,3.16610833283335,6.65621500002226
4137,c4892b39-ebeb-4d15-a6c0-7f53c13d2a56,30837,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbogila / Ibese,OGSYEN06,Yewa North,28004,Ogun,OG,In Use,GRID,Allahu Lateef Sawmill,2.97510833278341,7.05001166730466
4138,5cdb70a5-d654-437e-85ac-97c739b4fee1,30836,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba,OGSOBE08,Obafemi Owode,28015,Ogun,OG,In Use,GRID,J A Popsy Trading Company,3.31979333339569,7.11998666655148
4139,9f590815-e49d-405a-aceb-5c59ac134fe9,30835,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Shakira Block Industry,3.13164909992605,6.6485709002269
4140,b5adb4d2-366e-4de2-9f6a-80e2bb4ed37a,30834,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba,OGSOBE08,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Temitope Block Industry,3.33063833259303,7.11150333291255
4141,5e5bb84b-7509-401f-803c-d37902cc2e7c,30833,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba,OGSOBE08,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Sunnyk Block Industry,3.33620000003003,7.11521666691567
4142,872859fb-bd98-429a-b1dd-d2b10178258e,30832,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alapoti,OGSADO04,Ado Odo/Ota,28003,Ogun,OG,Unused Poor,GRID,No Name,3.04774999996255,6.64507666715451
4143,32112558-29cd-455d-be17-39aefd2da2d0,31552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oyedeji 2,OYSLAU13,Lagelu,31020,Oyo,OY,In Use,GRID,Iya Agba Red Oil,4.07474833286932,7.63007333301795
4144,ba58c078-6cb0-458a-8d27-c6cfde701d26,31551,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awe 2,OYSAFO03,Afijio,31001,Oyo,OY,In Use,GRID,Palmoil Processing,4.05515166661615,7.66162333285058
4145,73ff7399-b545-431e-8acc-1ac29c349fe3,31550,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode,OYSOWT09,Oyo West,31030,Oyo,OY,In Use,GRID,Isale Aro,3.88947489994672,7.79509510005886
4146,607f13f0-3f05-4f32-af98-9b0bda5cedba,31549,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode,OYSOWT09,Oyo West,31030,Oyo,OY,In Use,GRID,Love Sege,3.88603989982158,7.7942927995731
