FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
1,902814d3-54c4-4106-8158-f52fe093d7a5,3317,2/2/2018 12:00:00 AM,najib.adam, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,GRID,Lafarge Police Station,3.62000148717891,6.8192670800118
2,1cfcfeed-bb07-4e70-bde0-555111b90ef1,3318,2/2/2018 12:00:00 AM,najib.adam, ,Ajara,OGSSAU03,Shagamu,28020,Ogun,OG,GRID,The Nigeria Police Divisional Headquarters Shagamu,3.63325505068008,6.85250390133405
3,3c752c66-72ed-47a3-8cce-043cde54d164,3319,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuarukwu / Ward Six,ABSGWB13,Ugwunagbo,1012,Abia,AB,GRID,Amaufuru Police Station,7.31674000025083,5.01959333336566
4,b210fdc2-2997-44e8-b7b3-86b9e4ba4905,3320,2/2/2018 12:00:00 AM,najib.adam, ,Iperu 1,OGSIKE05,Ikenne,28012,Ogun,OG,GRID,Police Training School,3.66851532232431,6.90337776077507
5,b8bda6e6-a437-4544-b629-cf2a8e82d42d,3321,2/2/2018 12:00:00 AM,najib.adam, ,Iperu 1,OGSIKE05,Ikenne,28012,Ogun,OG,GRID,The Nigeria Police Force Divisional Headquarters Iperu Remo,3.66632906143707,6.90347754235472
6,bd0d4a33-9d2e-4fb2-8167-f1ac338696a8,3322,2/2/2018 12:00:00 AM,najib.adam, ,Irolu,OGSIKE08,Ikenne,28012,Ogun,OG,GRID,Trailer Park Police Station,3.64607166687398,6.94399833265697
7,b17f2d54-3f94-430e-9e98-9e91422fdb4f,3323,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,GRID,The Nigeria Police Divisional Headquarters A Division Calabar,8.34993390032929,4.96538740030832
8,5737ed61-2ce2-4fc9-a5c6-fa41625e1575,3324,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,GRID,The Nigeria Police Divisional Headquarters A,8.34993390032929,4.96538740030832
9,39096064-ced0-4f7a-8287-1d4706f45f7c,3325,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isedo 2,OSSILA06,Ila,30017,Osun,OS,GRID,Federal Road Safety Corpsila Oragun,4.92196833337192,8.02256500037453
10,0b8ffb4b-07fe-4586-8367-17fb4a69d691,3326,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Aree,OSSBOE08,Boripe,30006,Osun,OS,GRID,The Nigeria Police Force A,4.7421016668585,7.94079999972024
11,e3e28d7e-32e5-4178-a4ce-b8953c97fa36,3327,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ogi / Ada 2,OSSBOE07,Boripe,30006,Osun,OS,GRID,Police Post Ada,4.71216833330197,7.89236166715727
12,a41b6d0a-12e5-493a-99b2-862581406693,3328,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,GRID,Oke Aanu Police Station,4.67140500034054,8.01134666741484
13,d0f631b7-2b3e-45fb-878a-2e3154f647e7,3329,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 7,CRSANA07,Calabar South,9009,Cross River,CR,GRID,Uwanse Police Station,8.33683000020437,4.94181000013145
14,bc7b412f-eda5-4e82-a55d-4930cf04afd3,3330,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikang Central,CRSKTA06,Akpabuyo,9003,Cross River,CR,GRID,Ikot Nakanda Police Station,8.48812829988117,4.87917329970804
15,3065b2b2-0aca-454b-b0a3-39be44338644,3331,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 11,CRSANA11,Calabar South,9009,Cross River,CR,GRID,Anantigha Police Station,8.32681830022443,4.91880169993857
16,d3561b70-d997-4b4f-a9c8-4ff51a25cf6b,3332,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idundu-Anyaganse,CRSKTA10,Akpabuyo,9003,Cross River,CR,GRID,Nigeria Police Post Akwa Ikot Effanga,8.49377659991023,4.97368880019803
17,ca0524c8-e7dd-430f-b389-569c84320603,3333,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 7,CRSANA07,Calabar South,9009,Cross River,CR,GRID,Edem Edet Police Station,8.33660170010842,4.93474170026929
18,bc5163b0-ac17-4fba-9dbc-181a128f0a75,3334,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Araromi / Owu,OSSADE01,Ayedade,30001,Osun,OS,GRID,Owu Community Police Station,4.33120499971102,7.24256833266247
19,80875e55-a799-44c1-a56e-3e0514192381,3335,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikang South,CRSKTA03,Akpabuyo,9003,Cross River,CR,GRID,The Nigeria Police Post Ikot Iwang Bakassi Lga,8.52925169980614,4.85160830018293
20,c0276153-48ca-49cc-8252-6a7c9f074e2e,3336,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gongong,TRSYRR02,Yorro,35015,Taraba,TA,GRID,Bashing Police Station,11.4162776730762,8.90863561614083
21,d1f51302-5a49-43f0-84e1-351e8a336f6d,2956,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Suntai,TRSBAL10,Bali,35002,Taraba,TA,GRID,Nyaja Police Out Porce,10.5849894414096,7.8121565720682
22,bd10ed96-1f5f-4b9b-b6a6-d6a739097dc6,2455,2/2/2018 12:00:00 AM,najib.adam, ,Ijoko,OGSADO09,Ado Odo/Ota,28003,Ogun,OG,GRID,Ijoko Road,3.25747745172305,6.74538666686124
23,bae31f16-6f79-47b4-a48c-592cffb02b47,3263,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wara / Osin / Egbejila,KWSLRN12,Ilorin West,24008,Kwara,KW,GRID,Budo nuhu police station,4.49368700035484,8.43084879973236
24,69943261-fedb-40bc-91f8-6b5461bcff6a,3262,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Beere / Mapo,OYSISE03,Ibadan South East,31009,Oyo,OY,GRID,Mapo Police Station,3.89769002787256,7.37618448062932
25,4d11de25-25e5-4449-b27f-2ab29229dd69,3261,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igangan 1,OYSIBAN03,Ibarapa North,31013,Oyo,OY,GRID,Nigeria Police Post Igangan,3.1849183333145,7.67237166661914
26,6aac68c3-70b5-469b-9dcc-95fbf463df20,3260,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Saja / Isale Ora,OYSOGN10,Ogbomosho North,31021,Oyo,OY,GRID,Ogbegun Favour Police Outpost,4.28011450078361,8.12514622441876
27,eeb532c0-7b66-41c5-aaba-7d9d9fd612c1,3259,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,GRID,Secretariat Police Station,3.90966833292725,7.40856333343112
28,8060fb78-f86b-4add-85de-645e1958a4aa,3258,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Aafin,OYSOLE09,Orelope,31027,Oyo,OY,GRID,The Nigeria Police Divisional Headquarters Igboho,3.76078450879811,8.83784673493892
29,410977c7-8024-4708-92af-fdfbbaed08d2,3257,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Komu,OYSIWU04,Itesiwaju,31017,Oyo,OY,GRID,Komu Police Station,3.20708074018404,8.22858201664678
30,cec0a614-cebb-4e76-9a4e-52467a299b40,3289,5/13/2020 12:00:00 AM,tosin.williams, ,Okebalogun / Elejigbo 'D' / Ejemu,OSSEGO08,Ejigbo,30010,Osun,OS,GRID,Police Station Ika,4.32954999983269,7.8994466674298
31,1cbfe87c-fb9b-4345-b43c-f791c5bfc12c,3256,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayete 1,OYSIBAN01,Ibarapa North,31013,Oyo,OY,GRID,Ayete Ibarapa North Police Head Quarter,3.22028093611635,7.53506002000398
32,3ad71bf4-cebc-45d0-bdf0-87558ac5c96c,3255,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Afonta,OYSINW02,Ibadan North West,31008,Oyo,OY,GRID,Idishin Police Station,3.85438558762479,7.40179058766552
33,8fd812c9-f5bc-451a-8c04-28b1cce4125d,3254,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bashorun,OYSIBN04,Ibadan North,31006,Oyo,OY,GRID,Ashi Police Station,3.92566771909003,7.42411717206988
34,b5a9e27c-8aad-4410-9bda-e36dfdaa635f,3253,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijio / Ayegun,OYSIJA05,Iwajowa,31018,Oyo,OY,GRID,Ijio Police Station,2.98158611980364,7.93531338790257
35,f81262de-c87a-4171-b64e-8572fae18cfb,3252,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibafo,OGSOBE14,Obafemi Owode,28015,Ogun,OG,GRID,Police Station Akoka,3.42070406134343,6.73914943319983
36,69fc0a91-0aeb-4423-a9f8-c6280ce5d466,3251,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibafo,OGSOBE14,Obafemi Owode,28015,Ogun,OG,GRID,Police Station Akoka Street Ebute Road Ibafo,3.42071166690994,6.73911166706984
37,513a4f0d-c3c2-4c67-bdda-bc1cd3f44504,3250,2/2/2018 12:00:00 AM,najib.adam, ,Mowe,OGSOBE13,Obafemi Owode,28015,Ogun,OG,GRID,Redemption Camp Police Station,3.45414038017447,6.8185311620835
38,f1676239-cc1f-43fd-8880-dc0e3b16bb60,3249,2/2/2018 12:00:00 AM,najib.adam, ,Joga / Iboro,OGSYEN09,Yewa North,28004,Ogun,OG,GRID,Nigeria Police,3.0927266666024,7.09286000018892
39,c4ec67e2-decf-43e9-92f4-e16625f74ff0,3248,2/2/2018 12:00:00 AM,najib.adam, ,Papa,OGSEWO09,Ewekoro,28006,Ogun,OG,GRID,Ewekoro Police Post Beside First Bank Plc,3.20604477514632,6.90383890614066
40,9e7885b8-75ad-4c97-a888-8ac22613c61c,3232,2/2/2018 12:00:00 AM,adanna.alex, ,Amakohia / Akwakuma,IMSRRT02,Owerri North,17025,Imo,IM,GRID,Police Force Education Unit,7.0214366670686,5.51042333307043
41,64fabf9b-2c5f-419c-b9c7-c6a265d72145,3231,2/2/2018 12:00:00 AM,adanna.alex, ,Oguta B,IMSGUA10,Oguta,17017,Imo,IM,GRID,Osse Motor Police Station,6.79441781812784,5.72343333278212
42,c855f65a-1a50-4dec-a659-c713eb80ae45,3230,2/2/2018 12:00:00 AM,adanna.alex, ,Egbema C,IMSEBM05,Ohaji/Egbema,17018,Imo,IM,GRID,Ohaji Egbema Area Comand,6.79440833297821,5.48146166662269
43,cc2bacbd-646d-4086-a81c-393864745f0b,2771,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilare 3,OSSICL04,Ife Central,30011,Osun,OS,GRID,Osun State Police Command,4.56084333275368,7.4804916673566
44,7f581a3f-19aa-4d1c-bf47-4a490ea098d7,2770,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbajo 3,OSSBOLUW04,Boluwaduro,30005,Osun,OS,GRID,Igbajo Police Station,4.82297666693967,7.89796666662841
45,2a4ca337-82e1-4610-bdc3-c97b06f00781,3218,2/2/2018 12:00:00 AM,adanna.alex, ,Abajah 1,IMSAMG01,Nwangele,17015,Imo,IM,GRID,Amaraku Police Station,7.14892563590939,5.65614738289543
46,94fd3dac-e3ac-4cae-a1b3-8d6a256df806,3217,2/2/2018 12:00:00 AM,adanna.alex, ,Dim Na Nume,IMSAMG13,Nwangele,17015,Imo,IM,GRID,The Nigerian Police Force Divisional Headquarters,7.1675770310552,5.70721488885607
47,33dd4c54-f328-41d2-96a8-beba6838e869,3216,2/2/2018 12:00:00 AM,adanna.alex, ,Osu-Achara,IMSUML10,Isiala Mbano,17009,Imo,IM,GRID,Police Divisional Headquarters Isiebu,7.21413933286397,5.70661391510015
48,3342c17a-0b8e-450f-95eb-e6f5a8643655,3215,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndoni Cn,RVSRGM09,Ogba/Egbema/Ndoni,33016,Rivers,RI,GRID,Ndoni Police Station,6.59415572460705,5.54583309182379
49,3dc6314c-a84e-4775-b944-e1e25bf330ae,3213,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Achara 1,ENSUWN04,Enugu South,14005,Enugu,EN,GRID,Police Squadron 1,7.49288999987363,6.41389333301095
50,8204b7f8-9ddb-4c18-8044-16bd453a1d8f,3211,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Achara 1,ENSUWN04,Enugu South,14005,Enugu,EN,GRID,Ikirike Police Station,7.48653199895261,6.4138006623707
51,fc486755-ddd5-4abb-8083-cbf41f5f4b4e,3210,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikolo / Ohebedum,ENSGBO03,Igbo-Etiti,14007,Enugu,EN,GRID,The Nigeria Police Igbo Etiti Division Ogbede,7.37264123360609,6.67755931161298
52,02950543-66c6-429c-8551-9e0cf3885ad5,3209,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aku 5,ENSGBO14,Igbo-Etiti,14007,Enugu,EN,GRID,Ogboeze Police Station,7.34285145792848,6.70766752913323
53,46675b77-893d-40a4-ab5d-26a0c2b66c5d,3208,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akwuke Central,ENSUWN10,Enugu South,14005,Enugu,EN,GRID,Awkunanaw Police Station,7.49334166728414,6.38224166661968
54,09f39054-bfe4-4cfa-8100-aed0b08ac5e8,3207,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogui Township,ENSENU05,Enugu North,14004,Enugu,EN,GRID,Ogui Road Police Station,7.49521500007222,6.44119166736164
55,37217fe9-7e06-4139-a1ed-6ae1e1a77a32,3206,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asata,ENSENU08,Enugu North,14004,Enugu,EN,GRID,Railway Police Station,7.49413155532704,6.44478905177334
56,0f3fe78b-a1d8-428d-b2c1-5350512912ab,3205,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umulokpa,ENSUMU12,Uzo-Uwani,14017,Enugu,EN,GRID,Umulokpa Police Divisional Headquarters,7.10810530931263,6.52263898340243
57,a92867a5-bf8a-4fac-8c43-ba74c9d7eb26,3204,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ukehe 2,ENSGBO09,Igbo-Etiti,14007,Enugu,EN,GRID,Nigeria Police Post Ogbodo Ukehe,7.41413402376622,6.66030320382987
58,5093da41-d55a-420c-8e20-7d5330da4de0,3203,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Unadu,ENSBBG09,Igbo-Eze-South,14009,Enugu,EN,GRID,Unadu Police Post,7.36549300110119,7.00322727162131
59,423a8974-4127-4b3e-9ca3-a76953c23637,3202,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echara,ENSBBG14,Igbo-Eze-South,14009,Enugu,EN,GRID,Ibagwa Aka Police Station,7.39059459296612,6.93157658898843
60,ad678667-278b-4269-b35c-94e64b02070d,3201,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogui Township,ENSENU05,Enugu North,14004,Enugu,EN,GRID,The Nigerian Police State Headquarters,7.48743324464857,6.44330977492621
61,2e908240-ba34-4e8f-9621-ae157292b37d,3200,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nara 1,ENSMGL05,Nkanu East,14011,Enugu,EN,GRID,Aziaba Police Station,7.61984516622147,6.23790713320767
62,a1747f52-3cd9-4bb9-b603-a54aea61f89f,3199,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbamere / Umuabor,ENSNSK07,Nsukka,14013,Enugu,EN,GRID,Police Divisional Headquarters Umabor,7.45678000019689,6.81316666740781
63,00070942-ff2b-474b-809e-8bbe1acc197a,3198,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Inyi 2,ENSJRV17,Oji-River,14014,Enugu,EN,GRID,Inyi Police Station,7.28290638342293,6.11715331127635
64,a4b9f5a8-66e0-4ddd-9a1c-68fb40ed8bd5,3197,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ozalla,ENSAGN06,Nkanu West,14012,Enugu,EN,GRID,University Of Nigeria Teaching Hospital Police Post,7.46717320967593,6.29467008525626
65,c0270155-3b81-4b74-8b73-2e24d3e87d2c,3196,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iwollo,ENSAGW14,Ezeagu,14006,Enugu,EN,GRID,Iwollo Police Post,7.27015218557494,6.43151893894793
66,9143a01b-40ec-468e-a69c-81a3d11cd4e9,3195,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Imezi Owa 1 / Ozom 2,ENSAGW13,Ezeagu,14006,Enugu,EN,GRID,Imezi Owa Police Station,7.36569000029334,6.36918333334421
67,2a4b54d3-da69-4c4c-a3ba-c4ea2c80a070,3194,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okpuje / Okutu / Anuka,ENSNSK06,Nsukka,14013,Enugu,EN,GRID,Okpuje Police Station,7.28730280468073,6.90837620170038
68,9f497bab-d2cd-49a7-bcef-75be25868a48,3193,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Trans Ekulu,ENSNKW12,Enugu East,14003,Enugu,EN,GRID,Phase 6 Police Station Trans Ekulu,7.48434622190069,6.47809140039789
69,7b2a4cab-5ccc-4975-b790-22f564ebc6e1,3192,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mbuluiyiukwu 1,ENSNKW07,Enugu East,14003,Enugu,EN,GRID,Divisional Police Station Ugwogo,7.56489929706498,6.62432597556335
70,c30c55a8-b445-48c4-9f15-4f78fede6b8d,3190,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mbulujodo 2 (West) / Emene,ENSNKW05,Enugu East,14003,Enugu,EN,GRID,The Nigerian Police Divisional Headquarters Airport Emene,7.56481112123629,6.4704712378574
71,5171e7b1-3c1f-429d-9726-1b4505f7fc44,3189,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Independence Layout,ENSENU13,Enugu North,14004,Enugu,EN,GRID,Vosan Drive Police Station,7.53744101289249,6.44009612583557
72,b5c892be-3f2e-454c-8707-bafc4d9c8c00,3188,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mbulujodo 2 (West) / Emene,ENSNKW05,Enugu East,14003,Enugu,EN,GRID,The Nigerian Police Divisional Headquarters Emene,7.58032576472232,6.45469552208073
73,a56dd264-b960-4a02-8d93-4d57b70e7e75,3187,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeku,ENSNSK03,Nsukka,14013,Enugu,EN,GRID,Opi Uno Police Post,7.46221480207151,6.76385853034697
74,675fbb96-b762-415b-8c29-7354daefdc66,3186,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kateregi,NISKHA09,Katcha,27010,Niger,NI,GRID,Kataeregi Police Station,6.2897703961869,9.36420822113257
75,8cd5a1a7-03a6-4059-8e59-aea43f612fcc,3184,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kawo,NISNAS04,Magama,27014,Niger,NI,GRID,Kawo Out Station,4.83269333263127,10.2179716672587
76,6d59ef3b-1425-4848-90c2-ec19946d7e51,3183,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuchukwu,ANSUMZ14,Orumba South,4020,Anambra,AN,GRID,Police Station Ajali,7.21020364778019,6.04623515163098
77,54bb2f35-ca3e-4ec1-bf76-5c8524fee897,3182,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nanka 1,ANSAJL07,Orumba North,4019,Anambra,AN,GRID,The Nigerian Police Station Ekwusigo Park Isuofia,7.06673050930561,6.02689922581868
78,d1e28ee6-82ab-4882-a7bd-04ada4b4fb97,3181,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amichi 3,ANSUKP04,Nnewi South,4015,Anambra,AN,GRID,Isoke Ndida Police Post Obenasa Amichi,6.97279621367437,5.96075092641416
79,26a956b9-0962-47d0-8f2e-3ba84e691c14,3180,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Afaraukwu,ABSUMA01,Umuahia North,1016,Abia,AB,GRID,The Nigerian Police Officers Mess,7.49088500004279,5.5224033333472
80,855df2ca-9802-44c4-89ef-0cc588027891,3179,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ihie Obeaku 9,ABSGWB05,Ugwunagbo,1012,Abia,AB,GRID,Ugwunagbo Police Station,7.35432833338592,5.02173499957064
81,4d7e8192-0aa0-4503-9fdc-69ab86d7b293,3178,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ameke 1,ABSHAF03,Ohafia,1010,Abia,AB,GRID,Abiriba Divisional Police Headquarters,7.73755166687596,5.70613666737336
82,1871a496-e824-47fb-9e63-0bf9c7d5a1c9,3177,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ode-Okwu,ABSSSM12,Osisioma Ngwa,1011,Abia,AB,GRID,The Nigerian Police Divisional Headquarters Abayi Aba,7.33497000006548,5.13920333276764
83,050438ee-c80b-4053-8883-beb8bc23b844,3174,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,GRID,Nigeria Security And Civil Defence Corps,3.95736833288231,7.33628833333995
84,e1c95fe8-6041-44a0-b317-c7f759ebe65a,3172,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amorie,ABSUNC02,Umu-Nneochi,1015,Abia,AB,GRID,Divisional Headquaters Isuochi,7.40287666742432,5.98187666677478
85,f5f321e7-1f95-496a-8991-81e5c8313e99,3171,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibere 1,ABSKWU07,Ikwuano,1005,Abia,AB,GRID,The Nigeria Police Ibere Ikwuano,7.60556166673757,5.43790333337216
86,84bf2b1c-8398-4409-9a05-9bb887074f38,3170,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amorie,ABSUNC02,Umu-Nneochi,1015,Abia,AB,GRID,Isuochi Divisional Police Headquarters,7.40301500024214,5.981331666823
87,66f423cf-1398-47b1-b1c6-ff4477ae09ba,3169,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lalupon 3,OYSLAU04,Lagelu,31020,Oyo,OY,GRID,Lalupon Police Station,4.06531443921006,7.46336215983587
88,8af637e0-5142-4e3e-86a0-53f5eed9f74f,3167,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egbeda,OYSEGA04,Egbeda,31005,Oyo,OY,GRID,Ogungbade Police Division Ibadan,4.00682841489947,7.38557278675478
89,6fec8c53-39ea-4e8c-ac9f-7723990e8a46,3166,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iboko,EBSBKL06,Izzi,11010,Ebonyi,EB,GRID,Iboko Police Station,8.23611333336368,6.41623000011447
90,cf16386e-a625-43e1-a982-0b67b0667250,3165,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Ebonyi State Police Head Quarter,8.10626333298649,6.32769333288104
91,f4a8a591-e6ab-4613-81ce-8c29392089e4,3164,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,SSS Ochudo,8.11088833313011,6.29904166723918
92,7a2ada2f-4d00-4c12-b549-b9481725cc13,3163,2/2/2018 12:00:00 AM,adanna.alex, ,Erena,NISKUT05,Shiroro,27022,Niger,NI,GRID,Erena Divisional Police Station,6.73852166684151,10.0820300001844
93,c627a70d-b7fb-4348-8218-6e6688595766,3162,2/2/2018 12:00:00 AM,adanna.alex, ,Ikenegbu 1,IMSWER10,Owerri Municipal,17024,Imo,IM,GRID,The Nigeria Police Shell Camp Divisional Headquarters,7.03056499987491,5.49690500016567
94,43965dd5-0f1e-4736-8c02-02036e710871,3161,2/2/2018 12:00:00 AM,adanna.alex, ,Oguta B,IMSGUA10,Oguta,17017,Imo,IM,GRID,Police Station,6.80115833309065,5.71021333287905
95,b23522df-7b67-4c04-addd-63919abec2a3,3160,2/2/2018 12:00:00 AM,adanna.alex, ,Ihube 1 and 2,IMSKGE07,Okigwe,17019,Imo,IM,GRID,34 Arty Bde Fob Okigwe,7.33175136423409,5.83522465239582
96,61a0f446-a1df-4416-af5e-e4bed4fecca1,3159,2/2/2018 12:00:00 AM,adanna.alex, ,Umucheke 1 and 2,IMSKWE13,Onuimo,17027,Imo,IM,GRID,The Nigeria Police Station Umuna,7.27032624216241,5.78381498497362
97,6ae06367-48f5-4440-9ca0-8fb61a80a745,3158,2/2/2018 12:00:00 AM,adanna.alex, ,Umuma / Isiaku / Umulewe,IMSDFB15,Ideato South,17006,Imo,IM,GRID,Okwelle Police Divisoon Head Quarter,7.18266575831814,5.74566097557363
98,3d0caef3-11b1-45e7-b261-8a344e263738,3157,2/2/2018 12:00:00 AM,adanna.alex, ,Azuzi 1,IMSWER03,Owerri Municipal,17024,Imo,IM,GRID,The Nigeria Police Divisional Headquaters,7.01308696908842,5.47624347905338
99,0f8db6d8-e83d-49ac-a9c0-d95e006952ae,3156,2/2/2018 12:00:00 AM,adanna.alex, ,Iheme 2,IMSURU04,Ideato North,17005,Imo,IM,GRID,The Nigeria Police Ndiejezie Police Post,7.21552718193396,5.87443199094366
100,d63a1ba9-3540-42a5-a8db-ee930d145caa,3155,2/2/2018 12:00:00 AM,adanna.alex, ,Awo 2,IMSMGD08,Oru East,17022,Imo,IM,GRID,Njeaba Police Station,6.95040860667189,5.64214839832999
101,ed24a4c1-fd40-4155-afc2-3c7069fa76e9,3154,2/2/2018 12:00:00 AM,adanna.alex, ,Awara / Ikwerede,IMSEBM02,Ohaji/Egbema,17018,Imo,IM,GRID,Awara Police Station,6.77020500016067,5.36301000031131
102,a2f04a13-08a2-4c5a-a1a0-064ea395cd8f,3153,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Eji Central,RVSRGM14,Ogba/Egbema/Ndoni,33016,Rivers,RI,GRID,Obite Police Station,6.65559697871765,5.24344569276457
103,f9274406-82ec-4714-9d67-56914d9ab347,3152,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gassol,TRSGAS01,Gassol,35005,Taraba,TA,GRID,Gassol Police Station,10.4495753751035,8.53926648805805
104,dea63ffc-6137-4d82-939f-99efb727fcdf,3150,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uruagu 2,ANSNNE09,Nnewi North,4014,Anambra,AN,GRID,Police Head Quarters Ichi,6.87402053202197,6.04603770457646
105,90b118af-a5d8-492f-9724-9d9a8933c6ae,3149,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amawbia 2,ANSAWK02,Awka South,4006,Anambra,AN,GRID,Base 15 Special Protection Unit Ukpo,7.04753683825453,6.19667956391078
106,16268312-ea33-4b67-b8d1-ef975c9c844d,3148,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owelle-Ezukala 1,ANSUMZ12,Orumba South,4020,Anambra,AN,GRID,The Nigeria Police Divisional Headquarters Umuchukwu,7.31006669702049,6.01097126201415
107,a2bdd768-a41a-4bdb-a7ca-841d16ed2a41,3147,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adazi Nnukwu 2,ANSNEN02,Anaocha,4004,Anambra,AN,GRID,Neni Police Station,7.00100147114102,6.08767536832363
108,d5027e6d-1b5c-40a1-9e2d-2c3a59ddd066,3146,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,GRID,Police Station Inisa,4.64509999956539,7.98118499958809
109,d2487f8a-7de8-4c93-9b5b-775ca3cdfe17,3144,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Industrial,ABSEZA05,Aba North,1001,Abia,AB,GRID,Eziama Police Station,7.3764849998829,5.11640499999078
